is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
no checking account,12,exist paid till now,business,1542,< 100k,4 - 7 years,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),car (used),3850,< 100k,4 - 7 years,3,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,no,yes,1
<0,18,exist paid till now,furniture/equipment,3650,< 100k,< 1 year,1,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,no,yes,1
<0,36,exist paid till now,furniture/equipment,3446,< 100k,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,no,yes,0
0 - 200k,18,exist paid till now,furniture/equipment,3001,< 100k,4 - 7 years,2,female:divorced/separated/married,none,4,real estate,40,none,rent,1,skilled employee / official,1,no,yes,1
no checking account,36,exist paid till now,car (new),3079,unknown/ no savings account,1 - 4 years  ,4,male:single,none,4,real estate,36,none,own,1,skilled employee / official,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),radio/television,6070,< 100k,>= 7 years,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,10,critical account/  other credits existing (not at this bank),furniture/equipment,2146,< 100k,< 1 year,1,female:divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee / official,1,no,yes,1
no checking account,60,critical account/  other credits existing (not at this bank),car (new),13756,unknown/ no savings account,>= 7 years,2,male:single,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,60,this bank all paid,others,14782,100k - 500k,>= 7 years,3,female:divorced/separated/married,none,4,unknown / no property,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
<0,48,this bank all paid,business,7685,< 100k,4 - 7 years,2,female:divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,18,delay in paying off in the past,radio/television,2320,< 100k,unemployed,2,male:married/widowed,none,3,real estate,34,none,own,2,skilled employee / official,1,no,yes,1
no checking account,7,delay in paying off in the past,radio/television,846,unknown/ no savings account,>= 7 years,3,male:single,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,no,yes,1
0 - 200k,36,exist paid till now,car (new),14318,< 100k,>= 7 years,4,male:single,none,2,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,6,critical account/  other credits existing (not at this bank),car (new),362,100k - 500k,1 - 4 years  ,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,unskilled - resident,1,no,yes,1
<0,20,exist paid till now,furniture/equipment,2212,unknown/ no savings account,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,18,exist paid till now,car (used),12976,< 100k,unemployed,3,female:divorced/separated/married,none,4,unknown / no property,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,22,exist paid till now,car (new),1283,unknown/ no savings account,4 - 7 years,4,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,no,yes,1
>= 200k,12,exist paid till now,car (new),1330,< 100k,< 1 year,4,male:single,none,1,real estate,26,none,own,1,skilled employee / official,1,no,yes,1
no checking account,30,delay in paying off in the past,business,4272,100k - 500k,1 - 4 years  ,2,male:single,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),radio/television,2238,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,exist paid till now,radio/television,1126,unknown/ no savings account,< 1 year,4,female:divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee / official,1,yes,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),furniture/equipment,7374,< 100k,unemployed,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,40,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,15,critical account/  other credits existing (not at this bank),business,2326,500k - 1M,1 - 4 years  ,2,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,no,yes,1
no checking account,9,exist paid till now,business,1449,< 100k,4 - 7 years,3,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,exist paid till now,car (new),1820,< 100k,1 - 4 years  ,2,male:married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
0 - 200k,12,exist paid till now,furniture/equipment,983,>= 1M,< 1 year,1,female:divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,1
<0,36,exist paid till now,car (new),3249,< 100k,4 - 7 years,2,male:single,none,4,unknown / no property,39,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
<0,6,critical account/  other credits existing (not at this bank),radio/television,1957,< 100k,4 - 7 years,1,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,no,yes,1
no checking account,9,critical account/  other credits existing (not at this bank),furniture/equipment,2406,< 100k,unemployed,2,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
0 - 200k,39,delay in paying off in the past,education,11760,100k - 500k,4 - 7 years,2,male:single,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,yes,yes,1
<0,12,exist paid till now,furniture/equipment,2578,< 100k,unemployed,3,female:divorced/separated/married,none,4,unknown / no property,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
<0,36,critical account/  other credits existing (not at this bank),furniture/equipment,2348,< 100k,1 - 4 years  ,3,male:married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,12,exist paid till now,car (new),1223,< 100k,>= 7 years,1,male:divorced/separated,none,1,real estate,46,none,rent,2,skilled employee / official,1,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,1516,>= 1M,1 - 4 years  ,4,female:divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,1
no checking account,18,exist paid till now,radio/television,1473,< 100k,< 1 year,3,male:married/widowed,none,4,real estate,39,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),business,1887,unknown/ no savings account,1 - 4 years  ,4,male:married/widowed,none,4,real estate,28,bank,own,2,skilled employee / official,1,no,yes,1
no checking account,24,delay in paying off in the past,business,8648,< 100k,< 1 year,2,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,2,skilled employee / official,1,yes,yes,0
no checking account,14,delay in paying off in the past,car (new),802,< 100k,1 - 4 years  ,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,unskilled - resident,1,no,yes,1
0 - 200k,18,delay in paying off in the past,car (new),2899,unknown/ no savings account,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,2,no,yes,1
0 - 200k,24,exist paid till now,radio/television,2039,< 100k,< 1 year,1,male:married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,yes,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),car (used),2197,unknown/ no savings account,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,2,yes,yes,1
<0,15,exist paid till now,radio/television,1053,< 100k,< 1 year,4,male:married/widowed,none,2,real estate,27,none,own,1,skilled employee / official,1,no,no,1
no checking account,24,exist paid till now,radio/television,3235,500k - 1M,>= 7 years,3,male:divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
>= 200k,12,critical account/  other credits existing (not at this bank),car (new),939,500k - 1M,4 - 7 years,4,male:married/widowed,none,2,real estate,28,none,own,3,skilled employee / official,1,yes,yes,0
0 - 200k,24,exist paid till now,radio/television,1967,< 100k,>= 7 years,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,yes,yes,1
no checking account,33,critical account/  other credits existing (not at this bank),car (used),7253,< 100k,4 - 7 years,3,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),business,2292,< 100k,unemployed,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,10,exist paid till now,car (new),1597,500k - 1M,1 - 4 years  ,3,male:single,none,2,unknown / no property,40,none,rent,1,unskilled - resident,2,no,no,1
<0,24,exist paid till now,car (new),1381,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,no,yes,0
no checking account,36,critical account/  other credits existing (not at this bank),car (used),5842,< 100k,>= 7 years,2,male:single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,2,yes,yes,1
<0,12,exist paid till now,car (new),2579,< 100k,< 1 year,4,male:single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,0
<0,18,delay in paying off in the past,education,8471,unknown/ no savings account,1 - 4 years  ,1,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,yes,yes,1
no checking account,21,exist paid till now,car (new),2782,500k - 1M,4 - 7 years,1,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
0 - 200k,18,exist paid till now,car (new),1042,unknown/ no savings account,1 - 4 years  ,4,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,no,yes,0
no checking account,15,exist paid till now,car (new),3186,>= 1M,4 - 7 years,2,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,no,yes,1
0 - 200k,12,exist paid till now,car (used),2028,unknown/ no savings account,1 - 4 years  ,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,12,critical account/  other credits existing (not at this bank),car (new),958,< 100k,4 - 7 years,2,male:single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,1
no checking account,21,delay in paying off in the past,furniture/equipment,1591,100k - 500k,4 - 7 years,4,male:single,none,3,real estate,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,no,yes,1
0 - 200k,12,exist paid till now,furniture/equipment,2762,unknown/ no savings account,>= 7 years,1,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1,yes,yes,0
